algorithm,group_name,scenario_type,generation,HV_mean,HV_std,IGD+_mean,IGD+_std,count
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,170,0.5897384421781077,0.09680383780848992,0.052880333127144984,0.018884246611260074,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,175,0.5917290075632108,0.09732350541531858,0.05208845149423961,0.01893246280938346,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,180,0.59349002249915,0.0979378770486129,0.05169630862852535,0.01877943842390383,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,185,0.5952541750659718,0.09875051049825385,0.05112186226253439,0.018720228212532657,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,190,0.596488678760541,0.09908388228360408,0.05062741726961386,0.019039412495945235,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,195,0.5979022130582294,0.09943827643708973,0.05002946382045949,0.018969284712098453,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,200,0.5994952843019976,0.09992378882639422,0.049510023511754195,0.01916977952583511,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,205,0.6009229243745197,0.1006094036988739,0.049103066216755545,0.019178902236796972,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,210,0.6021371822278565,0.10056419783651051,0.0484970951602221,0.0190007347388539,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,215,0.60319804436794,0.10087984049151547,0.04795311537479189,0.0189668871418754,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,220,0.6047596785536717,0.10180675605177038,0.04767947534961235,0.01892928674896916,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,225,0.605994865659508,0.10159862355645093,0.047239116560003194,0.018900113333044845,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,230,0.607055158127617,0.10140834637766935,0.046920336169258794,0.018823177852071177,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,235,0.6082330663997747,0.10141108929944631,0.04656841798999904,0.018843422947013994,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,240,0.6095557731534399,0.10169209237339166,0.046145765226260585,0.018842059175562514,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,245,0.6102939408502264,0.10197618636603827,0.04588848753631218,0.018992312752492316,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,0,0.42027381431417793,0.09880726182833936,0.16787277855632404,0.07058280635472672,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,1,0.4566609913382839,0.07534958355114575,0.1425669090891609,0.0499832501447083,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,5,0.4789282891357448,0.06631544166895369,0.12897363085326055,0.04096275872421662,80
