scenario_name,scenario_id,solution_type,uav_name,sortie_index,step,node_id,x,y,is_key,is_depot
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,9,36,900.6632384651133,440.6469465860443,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,10,39,836.5893367328739,712.9842762603334,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,11,38,769.1859173973152,560.0761716955004,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,12,34,638.7118988766566,591.7620354876037,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,13,43,592.9702882873563,724.7685158895465,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,14,33,363.4637686779328,624.6122688530543,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,15,0,900.0,900.0,False,True
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,0,0,900.0,900.0,False,True
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,1,49,1152.7962586932251,771.9853439786091,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,2,4,1338.1832034881033,776.335405629399,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,3,3,1419.1750052774232,1140.6517127112452,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,4,12,1615.2005888210676,932.9745802800874,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,5,14,1501.759477945836,1033.6081810733397,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,6,45,1196.3950271261817,823.8410168309472,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_3,1,7,0,900.0,900.0,False,True
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,0,0,900.0,900.0,False,True
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,1,50,1072.219512352847,1125.815942667458,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,2,15,1235.3871558780843,1037.9497029792788,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,3,16,1318.7473671935243,1063.7542933363327,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,4,7,1446.1931595284316,845.0360933919435,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,5,5,1532.1329030660822,918.94027249297,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,6,6,1553.612896640797,925.0742550937832,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,7,13,1384.1593451023757,934.6007607578123,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,8,11,1362.7162511711717,931.9663162946174,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,9,2,1421.2178733349072,913.0571141264852,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,10,1,1486.1517587264354,940.6511463322308,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,11,9,1524.599077348726,888.239515051292,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,12,8,1397.276452994351,772.3556432942769,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,13,10,1167.2628726011133,884.5604833125386,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_4,1,14,0,900.0,900.0,False,True
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,0,0,900.0,900.0,False,True
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,1,49,1026.1142627259278,962.9206203970325,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,2,48,1088.477766190888,912.4379609228727,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,3,11,1298.814379853602,885.5711085034795,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,4,41,1323.2272795058987,923.6612049185455,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,5,7,1410.6364262535851,914.5699930177416,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,6,20,1534.2028413980704,849.2145498860802,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,7,12,1566.337138159195,827.49624984244,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,8,21,1661.8192088854355,835.2440130296675,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,9,22,1680.5641135082317,903.4247681701374,True,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,10,3,1800.0,888.0499191353896,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,11,14,1517.8238205503842,799.1800494702525,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,12,17,1259.4313220524496,592.4742720207907,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_1,1,13,0,900.0,900.0,False,True
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,0,0,900.0,900.0,False,True
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,1,47,784.8555866071,822.4133774846033,False,False
